"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b1b2[4,23] Endow FINS",2302.5573042106,2425.56,2292.28210866337,11865,0.95,-6474.23,10619.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,23] Disting FINS",115.426833365333,81.6939,37.1955303623072,12350,0.95,-9555.55,9497.64,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,24] Assis FOLK",1665.00298627429,1704.835,1822.34570374794,7055.7,0.95,-5041.74,8120.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,24] Assoc FOLK",-185.1371571038,-257.2605,-378.732746531086,13685.7,0.95,-7485.01,6733.75,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,24] Full FOLK",-1311.50285597127,-1283.415,-1212.08877902022,12837,0.95,-10193.2,7059.77,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,24] Endow FOLK",-234.530616305533,-241.6945,-298.315386883813,13587.6,0.95,-8352.91,7008.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,24] Disting FOLK",66.16767633134,131.2985,992.612021657653,11947.9,0.95,-9542,9198.29,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,25] Assis FRIT",3780.46686514667,3817.735,3687.25100812205,11991.8,0.95,-3751.11,11674.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,25] Assoc FRIT",-6082.35813456287,-6067.83,-6642.69830368273,4956.2,0.95,-14136.9,1986.98,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,25] Full FRIT",2185.17958607908,2122.565,2125.25419136639,12647.7,0.95,-6587.97,10908.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,25] Endow FRIT",53.9063949526667,35.8521,-91.0707541400152,13583.5,0.95,-9401.48,9488.03,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,25] Disting FRIT",62.8052519637,15.9574,-462.62686494369,13963,0.95,-9471.42,9476.74,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,26] Assis GEOG",-682.234042950433,-592.075,-405.630305456427,9048,0.95,-8505.93,6381.38,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,26] Assoc GEOG",-1674.59545457867,-1788.07,-2709.91410388607,12250.6,0.95,-9406.92,6562.83,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,26] Full GEOG",2344.73551105821,2303.74,2023.35186599011,10571.6,0.95,-5730.83,10819.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,26] Endow GEOG",1.11490650473333,-10.3271,-524.042791569111,13564.4,0.95,-9674.26,9271.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,26] Disting GEOG",10.9791278113333,-8.83902,-721.802874673078,14052.1,0.95,-9175.39,9663.72,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,27] Assis GEOL",1400.73806786773,1406.945,1614.4535164202,3311.8,0.95,-4560.59,7213.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,27] Assoc GEOL",-3135.996675988,-3192.16,-3004.35129154889,5016.3,0.95,-9071.45,2992.77,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,27] Full GEOL",3364.5053397813,3317.84,3256.57129743287,9371.4,0.95,-4189.33,11190.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,27] Endow GEOL",-1694.6896997014,-1567.91,-407.32699654259,7276.2,0.95,-11554,7946.07,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,27] Disting GEOL",65.4430327823333,51.8055,-240.955985927762,8228.5,0.95,-8911.7,10052.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,28] Assis GERM",245.3487438704,198.2545,-220.414209206025,13267.1,0.95,-8997.27,9914.08,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,28] Assoc GERM",-366.454382132253,-449.0405,-800.334166334571,12048.1,0.95,-8324.03,8169.64,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,28] Full GERM",1704.19071297653,1680.935,1356.99151186379,9445.7,0.95,-6556.79,9848.49,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,28] Endow GERM",-1661.0015580472,-1479.58,-1058.74921703623,11195.1,0.95,-11127.9,8047.59,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,28] Disting GERM",77.9164086980667,69.7757,-91.5340879456926,15000,0.95,-9406.44,9236.61,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,29] Assis HIST",-2320.58865892493,-2318.13,-2400.96358463773,5641.7,0.95,-7528.04,2732.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,29] Assoc HIST",-1098.63926577407,-1110.935,-1140.67000938578,9927.3,0.95,-7327.16,4921.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,29] Full HIST",611.533449744,561.887,-29.225676488777,14647.4,0.95,-6196.71,7580.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,29] Endow HIST",2721.9998908866,2799.455,3049.32553798527,10810.6,0.95,-5069.18,10592.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,29] Disting HIST",85.6946246715333,19.8356,-348.472020927307,9850.2,0.95,-9322.52,10070.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,30] Assis INFO",339.423161560467,343.264,-62.2308887898871,14272.7,0.95,-6750.7,7535.63,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,30] Assoc INFO",-2622.118851097,-2590.815,-2632.85008978579,11590.5,0.95,-9595.49,3847.11,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,30] Full INFO",3536.263456181,3566.7,3947.19164520615,9627.9,0.95,-4272.24,11077.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,30] Endow INFO",-1200.27449769253,-1222.39,-1214.35389662345,10578.4,0.95,-9465.18,6426.08,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,30] Disting INFO",-53.2933642672733,-69.5744,-317.730056324945,13430.1,0.95,-9322.82,9616.51,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,31] Assis JOUR",1924.77022324267,1921.515,1867.70183292681,3660.4,0.95,-4068.48,7625.74,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,31] Assoc JOUR",2963.04915764724,2988.455,2958.29365317162,8352.6,0.95,-3644.3,9382.83,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,31] Full JOUR",-5132.33405893933,-5150.975,-5304.44778620692,6350.8,0.95,-12428.7,2247.45,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,31] Endow JOUR",173.711884609533,134.2545,57.7028906829146,9939.5,0.95,-8944.89,10137.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,31] Disting JOUR",70.8028492332667,96.69075,262.341346881287,9476.4,0.95,-9559.53,9467.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,32] Assis KINE",-2256.52959822731,-2277.565,-2513.71877181623,12156.1,0.95,-8715.96,4329.14,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,32] Assoc KINE",15.3918968203333,90.98025,406.039694613955,12875.3,0.95,-6526.98,6720.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,32] Full KINE",2168.188174726,2139.935,2075.95061365979,14276.5,0.95,-4742.43,9184.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,32] Endow KINE",22.64917991562,-7.583335,-540.555971176655,13831.5,0.95,-9583.79,9312.57,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,32] Disting KINE",50.30053261756,21.8361,-73.8385577433801,12884.5,0.95,-9511.93,9679.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,33] Assis LAWS",-90.0386034195333,-77.16685,169.897946369398,2792.2,0.95,-9653.72,9477.41,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,33] Assoc LAWS",6741.47193172433,6628.21,6552.02164544591,427.7,0.95,12.3363,13466.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,33] Full LAWS",-4780.05017624587,-4725.63,-4531.0146868,8222.9,0.95,-11797.4,2143.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,33] Endow LAWS",600.389486541933,560.3865,1051.6723187751,13233.2,0.95,-7285.66,8262.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,33] Disting LAWS",-2471.77257501173,-2242.39,-1607.32537913996,1575.8,0.95,-12651,7501.33,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,34] Assis LGED",1833.59199699453,1891.145,2225.28481400554,1664.6,0.95,-4512.24,7556.51,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,34] Assoc LGED",669.15038747684,686.227,861.891392820333,1824.7,0.95,-5261.42,6750.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,34] Full LGED",-2767.04911946393,-2860.22,-2712.46088500535,5250.3,0.95,-11519.8,6235.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,34] Endow LGED",160.095635787,118.4255,-393.337976216266,6474.6,0.95,-9144.11,9850.47,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,34] Disting LGED",104.211057325267,67.0043,-731.492988525886,6160.6,0.95,-9025.47,9652.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,35] Assis LING",832.206584598933,844.2285,831.62018403217,13897,0.95,-7235.25,8577.57,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,35] Assoc LING",-68.1480701762667,-118.156,-308.173097388899,11091.6,0.95,-7523.76,7744.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,35] Full LING",-820.679164280333,-830.002,-896.045317683194,14304.2,0.95,-9244.09,7869.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,35] Endow LING",42.1047162828533,20.69525,568.604166562607,15083.8,0.95,-9236.52,9661.37,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,35] Disting LING",14.5160804448867,12.5261,747.159761008428,13874.3,0.95,-9311.21,9457.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,36] Assis MATH",8055.06309972,8047.095,7968.43146378478,3393.6,0.95,2348.5,14125.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,36] Assoc MATH",391.696659425267,377.731,960.806990440755,11963.1,0.95,-6194.84,7010.93,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,36] Full MATH",-7314.7712308054,-7261.255,-6836.05293746261,6571.2,0.95,-13681.4,-1397.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,36] Endow MATH",1366.78954273487,1292.19,755.940496315216,8682.2,0.95,-8465.08,10768.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,36] Disting MATH",-2498.77797231473,-2331.125,-1352.35278772771,7278.4,0.95,-12256.5,6830.14,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,37] Assis MGMT",-6872.277184595,-6966.515,-7124.9260574669,4773.5,0.95,-13946.2,448.544,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,37] Assoc MGMT",5347.864729678,5454.81,5656.98469185782,3769.8,0.95,-1678.99,12412.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,37] Full MGMT",-438.3685945214,-395.3415,-213.43391148813,10257.7,0.95,-9931.56,8930.34,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,37] Endow MGMT",2382.26664496127,2414.415,2851.41180630998,10838.9,0.95,-6199.7,10986.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,37] Disting MGMT",-419.485754352533,-421.5095,-1372.81278929144,9780.5,0.95,-9871.07,9176.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,38] Assis MKTG",-3340.4681241876,-3394.76,-3479.20035362073,1539.5,0.95,-10491.7,3328.44,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,38] Assoc MKTG",3658.9230714924,3664.08,3884.85534697572,6990.9,0.95,-3599.04,11171.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,38] Full MKTG",-2076.21988869933,-1947.925,-2049.38936756231,5812.6,0.95,-11733.5,7388.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,38] Endow MKTG",2130.76739092027,2106.685,1605.51200038712,11584.4,0.95,-6148.16,10616,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,38] Disting MKTG",-373.002449096267,-351.227,-299.963607360267,7053.2,0.95,-9627.85,8953,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,39] Assis MUHI",-49.1414553243333,-112.668,-107.625532861042,14313,0.95,-7488.9,7858.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,39] Assoc MUHI",-95.8851606571733,-129.614,-682.999633181575,11809.9,0.95,-7281.82,7102.58,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,39] Full MUHI",1896.77175140053,1853.725,1391.44195366533,13302.3,0.95,-6008.26,9455.02,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,39] Endow MUHI",138.7600631846,87.2507,-313.88205591722,13897.3,0.95,-8926.89,9932.08,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,39] Disting MUHI",-1890.50517857487,-1701.545,-555.721345778875,8475,0.95,-11687.3,8106.77,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,40] Assis MUIN",-1446.22444525207,-1602.58,-1958.75746661867,13228.7,0.95,-8932.04,6617.99,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,40] Assoc MUIN",4314.75824611013,4301.315,4117.39954780498,6584.4,0.95,-3128.44,12171.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,40] Full MUIN",-2306.10219141893,-2261.475,-2265.60000524851,5864.5,0.95,-8538.68,4187.96,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,40] Endow MUIN",-164.664220285827,-116.145,-233.654136822388,12998.4,0.95,-8230.48,8167.39,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,40] Disting MUIN",-397.7676613968,-342.3175,210.913447189316,13301.6,0.95,-9450.6,8588.23,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,41] Assis MUST",176.794973848,151.6975,-0.03258163954888,14173.3,0.95,-8803.56,10106.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,41] Assoc MUST",-2404.40896691613,-2257.29,-2356.86637105754,7072.5,0.95,-12684.7,7317.99,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,41] Full MUST",2038.20671161547,1959.845,2211.50553954283,10203,0.95,-6194.6,11101.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,41] Endow MUST",192.961129474933,144.8105,89.3221393764725,13239.2,0.95,-7898.73,9191.23,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,41] Disting MUST",-3.55379811773333,12.5795,715.833828045466,13017.5,0.95,-9511.19,9390.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,42] Assis MUTH",1004.2961829882,1055.34,837.274111479979,13428.9,0.95,-6379.02,8753.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,42] Assoc MUTH",-1308.9100512506,-1331.905,-1325.52922138661,11234.4,0.95,-8376.31,5507.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,42] Full MUTH",16.7567258065333,37.72205,131.924548184517,15000,0.95,-7608.47,7251.66,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,42] Endow MUTH",135.441765423267,103.741,216.889375320039,12922.9,0.95,-9085.31,9573.79,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,42] Disting MUTH",152.41536811646,130.3745,-8.60710968784042,14076.4,0.95,-8932.68,9642.28,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,43] Assis MUVO",357.274352238467,409.924,1005.80342891404,13523.8,0.95,-9427.63,9376.68,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,43] Assoc MUVO",1562.1129375142,1560.06,2155.89638227708,12588.6,0.95,-6757.88,9857.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,43] Full MUVO",-254.655732878867,-302.1375,-450.550518866447,13518.8,0.95,-8517.12,7846.23,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,43] Endow MUVO",109.085173850733,116.7495,403.692683768029,13696,0.95,-9429.13,9483.86,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,43] Disting MUVO",-1773.81670544247,-1629.16,-1516.1058992887,11131.6,0.95,-11849.9,7872.69,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,44] Assis OADT",435.948887088,300.0375,-308.6279848046,5547.8,0.95,-6396.45,7904.36,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,44] Assoc OADT",3734.74556531267,3742.535,4000.41694706945,6452.4,0.95,-3680.49,11104.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,44] Full OADT",-3733.61861220247,-3621.71,-3321.28750796101,4047.9,0.95,-13702,5495.45,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,44] Endow OADT",-97.38983283276,-121.76,70.6094870962115,13276.6,0.95,-9120.52,9086.52,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,44] Disting OADT",-339.686039120867,-324.403,490.133121313916,12722.4,0.95,-9801.51,9025.39,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,45] Assis OPT",7082.48882058133,7175.115,7165.0866178631,2357.8,0.95,1306.11,12972.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,45] Assoc OPT",-384.209285437347,-417.4855,-457.848412704303,5231.2,0.95,-6097.83,5382.66,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,45] Full OPT",-6689.63791747211,-6787.635,-6600.06090431911,5065.3,0.95,-13219,36.0359,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,45] Endow OPT",28.129983031,-5.965585,254.41285847652,6603.4,0.95,-9145.54,9630.37,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,45] Disting OPT",-36.7717877295333,1.05286,904.376529341116,6963.8,0.95,-9425.59,9182.52,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,46] Assis PHYS",-2742.2086462922,-2728.255,-2753.70210520548,1752.4,0.95,-8211.86,2583.05,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,46] Assoc PHYS",1555.12546964387,1552.535,1524.26327455557,2881.2,0.95,-4117.05,6947.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,46] Full PHYS",4204.81755170347,4117.93,4297.98406157578,5688.9,0.95,-3177.73,12181.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,46] Endow PHYS",43.2621134391333,26.24635,106.36698488997,6028.9,0.95,-9479.76,9432.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,46] Disting PHYS",-3060.996498488,-2948.64,-2952.55658817954,4574.7,0.95,-12684.7,6671.58,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,47] Assis PL",-478.6302347892,-454.636,-432.747860220119,14119.9,0.95,-8267.64,7539.83,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,47] Assoc PL",-2386.36336242967,-2426.63,-2382.25191154551,10302.6,0.95,-10491.3,5322.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,47] Full PL",2400.14729027575,2319.4,2277.49011943556,10677.6,0.95,-6129.45,10577.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,47] Endow PL",440.6832841664,434.6295,-303.913702686459,14489.3,0.95,-8444.25,9350.32,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,47] Disting PL",24.1628997146,15.42765,-241.132076234797,15000,0.95,-9491.44,9430.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,48] Assis POLS",-1615.81007676667,-1550.03,-1806.05706558188,4694.4,0.95,-8881.4,5566.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,48] Assoc POLS",-6678.9456278186,-6517.56,-6764.77260909766,2468.3,0.95,-14702.4,497.613,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,48] Full POLS",2830.185057002,2815.615,2807.21711849094,13728.8,0.95,-5082.46,10790.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,48] Endow POLS",2989.34054589467,2758.2,2709.37162703756,4478.1,0.95,-7007.56,13097.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,48] Disting POLS",2475.23016256067,2374.235,2202.5057554273,7043.4,0.95,-6787.1,12730.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,49] Assis PSY",3381.65159349967,3408.46,3544.70750385892,7564.1,0.95,-2723.98,9210.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,49] Assoc PSY",-5553.03547091933,-5538.15,-5699.52046423955,6395.1,0.95,-12387.9,1056.97,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,49] Full PSY",-3208.9184660076,-3117.02,-3128.13366750912,5530.9,0.95,-10979.8,4587.49,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,49] Endow PSY",3431.67737205273,3305.08,2958.12225628556,7753.9,0.95,-5903.88,12949.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,49] Disting PSY",1948.62485560933,1854.17,1964.93666191983,10145.3,0.95,-6899.64,11474,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,50] Assis REL",-1330.10417001967,-1294.655,-929.316290344825,1148.2,0.95,-7164.51,4341.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,50] Assoc REL",-726.70174897,-649.0065,-418.863464186566,1523.6,0.95,-6744.55,4874.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,50] Full REL",1838.57571904067,1810.215,1483.66529472729,6203.4,0.95,-7167.62,10778.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,50] Endow REL",112.169683770667,131.843,214.7529806163,6038.5,0.95,-9159.35,9745.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,50] Disting REL",106.060411403467,100.3025,3.69424201556467,5181.9,0.95,-9467.89,9323.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,51] Assis RPAD",-4502.32945771133,-4656.365,-5002.34930110409,8324.8,0.95,-11615.8,3086,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,51] Assoc RPAD",1058.49440759627,1051.205,758.198225005641,9564.6,0.95,-5367.52,7927.07,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,51] Full RPAD",3480.44529266927,3632.71,3636.24439885119,8741.4,0.95,-3783.29,10033,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,51] Endow RPAD",-37.1295783790667,12.74275,561.124132971403,12563.2,0.95,-9642.22,9183.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,51] Disting RPAD",0.519228762466662,36.129,906.406107537274,12480,0.95,-9515.4,9460.51,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,52] Assis SLIS",1351.27458585393,1392.245,1183.2264267459,12726.8,0.95,-5662.02,7930.53,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,52] Assoc SLIS",-437.000440923533,-395.8225,-106.85126045558,7392.7,0.95,-6988.91,5569.27,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,52] Full SLIS",-2244.49779780807,-2426.46,-2602.36474715786,13214.8,0.95,-10382.7,6018.88,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,52] Endow SLIS",1361.13778506,1361.49,1719.52007667489,13526.2,0.95,-7554,10202.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,52] Disting SLIS",-30.9140923098667,-65.35135,-413.431425200135,12175.8,0.95,-9500.11,9641.39,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,53] Assis SLS",2527.47947116101,2587.23,2540.00312358829,2987.2,0.95,-4417.78,8928.58,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,53] Assoc SLS",-136.5331870548,-132.6715,-548.722676204166,6643.5,0.95,-6556.17,6519.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,53] Full SLS",-2489.63201202547,-2695.385,-3196.04141965011,10539.7,0.95,-11163.9,6061.26,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,53] Endow SLS",72.9574939967267,66.4502,201.555202109965,9843.1,0.95,-8987.24,10024.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,53] Disting SLS",25.7282246573333,36.32685,414.315323142986,8219.6,0.95,-9453.77,9477.57,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,54] Assis SOC",-780.760236321067,-772.237,-972.56667176422,1829.2,0.95,-5957.45,4407.06,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,54] Assoc SOC",-302.367822565667,-270.822,-74.4903441486276,14203.3,0.95,-6892.93,6366.02,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,54] Full SOC",-229.4692571714,-233.953,-1098.48715000849,13285.3,0.95,-7239.83,6794.58,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,54] Endow SOC",2478.46225001147,2422.73,2150.29415695061,8304,0.95,-6090.04,10834.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,54] Disting SOC",-1165.86492529707,-1193.095,-1595.00569585278,6801.3,0.95,-9678.88,7455.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,55] Assis SPAN",108.9655714024,91.83345,-68.9827703372503,5466.6,0.95,-5369.21,5742.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,55] Assoc SPAN",-1540.05893257442,-1550.16,-1799.24723455107,6069.1,0.95,-7485.89,3795.93,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,55] Full SPAN",1091.30177190187,1042.72,821.559582702155,15000,0.95,-5854.14,7998.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,55] Endow SPAN",181.5064218624,164.2645,560.499574914997,10934.4,0.95,-9068.11,9868.13,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,55] Disting SPAN",158.28530650022,113.246,46.7505577646843,9622.4,0.95,-9237.68,9635.96,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,56] Assis SPEA",1059.99423608627,1051.89,1190.27413505112,8913.9,0.95,-5021.33,6775.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,56] Assoc SPEA",-2519.01933407911,-2483.25,-2662.54929572964,11237.2,0.95,-9090.23,3677.42,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,56] Full SPEA",2974.2997203626,2947.915,3128.02669764713,9779.6,0.95,-4548.68,10062.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,56] Endow SPEA",-3413.0939945932,-3307.65,-3007.98676304052,9162.1,0.95,-12414.8,5645.45,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,56] Disting SPEA",1897.8193655824,1808.775,1750.74110385988,11442.6,0.95,-7495.08,11478.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,57] Assis SPHS",-1782.49549541225,-1777.055,-1821.75151609841,6555,0.95,-8296.95,4210.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,57] Assoc SPHS",963.478697283,1010.06,1162.39975922571,10407.5,0.95,-5370.78,7420.86,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,57] Full SPHS",-397.6477562052,-376.6805,-373.325016773186,15000,0.95,-7520.83,7118.68,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,57] Endow SPHS",-16.1447119930667,-21.5823,650.364558618505,11124.8,0.95,-8822.35,10006.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,57] Disting SPHS",1232.80918107338,1202.225,1136.62688487889,10004.5,0.95,-8522.66,10693.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,58] Assis STAT",-1262.43850676923,-1089.925,-329.796212236532,5044.5,0.95,-9910.8,7040.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,58] Assoc STAT",-2553.86692440147,-2589.75,-2321.57316132188,8757.3,0.95,-11318.4,6497.68,NA,NA,NA,NA,NA,NA,NA
