"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b1b2[5,23] Disting FINS",362.92456631926,438.794,1576.84543932422,14495.3,0.95,-17163,17005.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,24] Assis FOLK",2087.79467547353,2109.24,2625.75501326391,15996.9,0.95,-11635.4,15373.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,24] Assoc FOLK",1976.75206052587,1898.76,1269.08136245749,14522.8,0.95,-10242.1,13961.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,24] Full FOLK",-3222.09486119267,-3242.43,-3513.91701265407,15551.5,0.95,-16007.8,9554.59,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,24] Endow FOLK",-1266.4914717998,-1245.43,-1750.66849129194,14523.9,0.95,-16112.3,13448.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,24] Disting FOLK",424.039841569333,394.539,912.749169628027,15000,0.95,-16633,17218.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,25] Assis FRIT",1315.36992441587,1305.505,1987.21502263896,15000,0.95,-11725.8,14119.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,25] Assoc FRIT",-9048.50108480533,-9009.985,-9011.71951666209,13713.6,0.95,-21347.5,3265.42,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,25] Full FRIT",7247.405684251,7178.11,6914.05048296689,14096.4,0.95,-4831.05,19230.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,25] Endow FRIT",165.601405568,199.0655,613.154400017331,14568.7,0.95,-16375,17710.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,25] Disting FRIT",320.124491439467,361.8955,1188.13012078095,15000,0.95,-16555.7,17711.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,26] Assis GEOG",-922.9725108004,-954.7875,-1277.77781513582,15000,0.95,-14423,12109.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,26] Assoc GEOG",-1572.8133348596,-1536.815,-1354.25928862954,14605.4,0.95,-17125.2,12872.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,26] Full GEOG",2096.68493731767,2033.84,1185.36517430742,15000,0.95,-11554.3,15798,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,26] Endow GEOG",281.006503286533,170.026,-639.912001284312,14307.6,0.95,-16582.2,17422.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,26] Disting GEOG",118.0945873449,29.91505,-626.680795568369,15000,0.95,-17005.7,17155.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,27] Assis GEOL",2439.27798094226,2460.535,2722.73154505645,14316.5,0.95,-9450.55,14810.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,27] Assoc GEOL",-836.8636416742,-784.669,88.6065568359918,15546.8,0.95,-13145.6,12162.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,27] Full GEOL",8006.33296049,7969.99,8148.20952296568,12876.2,0.95,-2837.21,19019.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,27] Endow GEOL",-9936.42201466533,-9709.095,-8694.14807554681,12696.9,0.95,-25835.5,4330.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,27] Disting GEOL",327.675323688667,234.083,-649.977846321206,14540.9,0.95,-16653.6,17279.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,28] Assis GERM",523.0616655594,421.039,71.2531889667225,14652.6,0.95,-16410.3,17280.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,28] Assoc GERM",1549.36984771367,1574.905,1915.86190183332,15000,0.95,-12703.3,16903.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,28] Full GERM",5011.15799176267,5004.605,5792.96759140476,13215.6,0.95,-9062.3,18214.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,28] Endow GERM",-7742.8828061142,-7502.98,-6742.66382147024,12789.7,0.95,-23346,7300.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,28] Disting GERM",659.293101071267,635.98,791.718057860111,14617.2,0.95,-16049.6,18234.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,29] Assis HIST",-863.778977978647,-851.5405,-696.49135125391,14564.4,0.95,-11113.7,8550.58,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,29] Assoc HIST",687.829205448,707.8995,241.41308958409,13772.4,0.95,-8453.16,10002.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,29] Full HIST",14.6876097106,28.9215,239.736141176851,14248.1,0.95,-9399.66,9735.76,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,29] Endow HIST",-106.101192895667,-36.8788,347.10617395959,14469.7,0.95,-11919.3,12569.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,29] Disting HIST",267.363174028867,251.588,-438.890697403454,13641,0.95,-17022.5,17040,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,30] Assis INFO",871.666369979867,834.027,805.596963911496,15000,0.95,-11780.3,13099.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,30] Assoc INFO",-2256.65574997667,-2316.65,-2580.15854534087,15445.3,0.95,-12977.9,8302.91,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,30] Full INFO",3805.76945492007,3770.08,3310.92725243806,14325.6,0.95,-7210.48,14979.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,30] Endow INFO",-2234.73700382251,-2159.04,-1837.93154090249,15000,0.95,-17035.1,12088.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,30] Disting INFO",-186.0434368306,-164.24,36.0378875460665,14529.2,0.95,-17529.9,16417.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,31] Assis JOUR",2259.19475473667,2197.465,1934.56203724335,14187.9,0.95,-10054,14468.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,31] Assoc JOUR",3738.29381392853,3635.345,2679.44238327791,14058.1,0.95,-8361.96,15877.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,31] Full JOUR",-6485.59102331933,-6508.185,-7404.9342823069,13702.6,0.95,-18516.8,5643.97,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,31] Endow JOUR",271.75703541504,257.074,-23.1686473693553,14091.2,0.95,-16843.8,17476.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,31] Disting JOUR",216.3454821054,215.9135,593.732474839853,14160.3,0.95,-17043.6,17383.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,32] Assis KINE",-1770.20714994111,-1783.835,-3041.52297713808,14430.1,0.95,-14083.5,10269.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,32] Assoc KINE",-948.5047699048,-957.1205,-1147.88211080238,15000,0.95,-13262.7,11156.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,32] Full KINE",2438.09455816763,2394.62,1167.50656355314,14616.9,0.95,-9369.76,14406.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,32] Endow KINE",141.5888014806,201.5775,524.104047930072,16637.6,0.95,-16858.8,17041.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,32] Disting KINE",139.028118994067,153.782,822.373190391416,15000,0.95,-17066.1,17216.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,33] Assis LAWS",-887.28145135508,-802.835,-605.221137830398,13442.4,0.95,-17855.4,16224.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,33] Assoc LAWS",9991.78512906933,9957.23,9979.8448981673,12591.4,0.95,-356.329,20635.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,33] Full LAWS",-4221.61372510127,-4230.505,-4266.53247536706,13932.6,0.95,-14315.5,5367.22,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,33] Endow LAWS",2362.87391735277,2357.125,2437.57561848159,13088.3,0.95,-7431.18,12042.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,33] Disting LAWS",-7245.76350328333,-7086.145,-6539.54629411051,12558.4,0.95,-22292.6,7546.52,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,34] Assis LGED",1434.54808873873,1488.47,2347.40659845319,15000,0.95,-11788,14701.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,34] Assoc LGED",536.563519071933,571.401,882.279051049973,13668.9,0.95,-11784.5,13428.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,34] Full LGED",-2753.59804268027,-2653.42,-1990.80439334754,15000,0.95,-17597.1,11464.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,34] Endow LGED",524.484977891311,537.7385,1474.65929143095,15000,0.95,-16462,17775.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,34] Disting LGED",258.001363454933,260.383,-95.2030396951013,15000,0.95,-16253.9,17888.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,35] Assis LING",733.0735664672,755.508,1255.64564434909,15000,0.95,-14051.5,15610.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,35] Assoc LING",-157.8611564052,-211.9105,-494.197706927258,15000,0.95,-13735,14188.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,35] Full LING",-1170.57577730513,-1122.595,-686.626720817541,15000,0.95,-14869.3,11995.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,35] Endow LING",252.557248989667,248.842,1038.86682991008,15000,0.95,-16767.7,17354.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,35] Disting LING",342.806219424,340.302,492.005673034233,14611.6,0.95,-17523.3,16763.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,36] Assis MATH",5070.78007311533,5099.92,5193.23454033671,15000,0.95,-6124.53,15838.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,36] Assoc MATH",29.5279557225267,109.523,528.44840762678,14307.2,0.95,-9854.88,10398.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,36] Full MATH",-11765.6712105387,-11748.75,-12160.788282743,11607.8,0.95,-20740.1,-2839.51,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,36] Endow MATH",13288.4286232513,13054.4,12793.3138184958,11118.6,0.95,-1552.08,29243.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,36] Disting MATH",-6623.06515164893,-6533.445,-6893.73848801935,13435.6,0.95,-21714.6,7755.88,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,37] Assis MGMT",-4669.79126962913,-4618.91,-4496.6671191173,15000,0.95,-17102,7578.59,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,37] Assoc MGMT",3360.69933573287,3299.08,3012.71932422364,14539.1,0.95,-9385.32,15907.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,37] Full MGMT",-1343.8774762454,-1432.255,-2234.45815807663,13339.6,0.95,-18412.6,15833.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,37] Endow MGMT",4014.29062875667,3972.88,4121.40481636091,14403.6,0.95,-8577.03,16713.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,37] Disting MGMT",-1361.32098397733,-1402.39,-2035.45748591024,15000,0.95,-18264.2,15742.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,38] Assis MKTG",645.379077150133,596.5345,177.876821205962,15000,0.95,-12406.2,13027.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,38] Assoc MKTG",7483.94396556987,7344.475,6085.69416665891,13531.3,0.95,-4278.29,19407.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,38] Full MKTG",-9838.46949980527,-9700.87,-10215.676607767,12886.9,0.95,-24585.6,5205.36,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,38] Endow MKTG",3216.86890268953,3138.165,3115.53061136178,15000,0.95,-10231.1,15608.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,38] Disting MKTG",-1507.72286715393,-1492.425,-1607.25179050745,15000,0.95,-18441.2,15431.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,39] Assis MUHI",1492.91925109993,1530.61,2141.38400547772,14586.6,0.95,-13682.8,15748.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,39] Assoc MUHI",2289.78046778513,2318.755,3000.58263718779,15000,0.95,-10233.2,15304.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,39] Full MUHI",3815.982378698,3753.12,4088.39886075192,14465.1,0.95,-9230.82,16911.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,39] Endow MUHI",649.971138031933,606.6935,152.526718404311,15000,0.95,-15777.4,18369,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,39] Disting MUHI",-8248.65284694187,-8193.91,-8486.92592006278,13495,0.95,-23808.5,6673.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,40] Assis MUIN",332.431246059947,306.991,503.716126728788,15000,0.95,-14382.7,14463.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,40] Assoc MUIN",8632.04548222327,8546.325,7502.99631720466,13357.4,0.95,-2674.1,18853.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,40] Full MUIN",-1845.0082129842,-1850.585,-1873.20888160992,11779.3,0.95,-10846.1,7158.98,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,40] Endow MUIN",-3073.7089409568,-3067.37,-3655.8315845675,15000,0.95,-15394,9250.75,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,40] Disting MUIN",-4045.75923289933,-3972.085,-2904.40470998282,14652.7,0.95,-17567.5,9615.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,41] Assis MUST",109.937612888867,95.0765,-10.3149605243016,15000,0.95,-17351.3,16391.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,41] Assoc MUST",-4492.534202354,-4508.465,-5426.22028779927,15000,0.95,-19931.3,9492.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,41] Full MUST",5224.79348091307,5148.625,4640.17854842074,13463.9,0.95,-6864.93,18414.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,41] Endow MUST",-903.558499454133,-905.798,-1377.85306309537,15000,0.95,-14002.5,12375.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,41] Disting MUST",61.3620460042,30.3398,-424.581302658575,14500.4,0.95,-17293.4,16928,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,42] Assis MUTH",1067.5383002574,955.192,319.884664942321,15000,0.95,-13974.3,15523.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,42] Assoc MUTH",-777.26175265,-765.687,-612.413856787422,15000,0.95,-14098.6,12257.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,42] Full MUTH",-1304.98480431467,-1224.335,-947.150016803189,15213.1,0.95,-14804.9,12375.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,42] Endow MUTH",547.340385790673,491.9485,-356.622174250631,14517.3,0.95,-17240.8,17393.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,42] Disting MUTH",467.367832468247,543.2855,1139.35484549982,15000,0.95,-17000,17341.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,43] Assis MUVO",702.039709608867,632.3915,-50.5334220760924,15000,0.95,-17122.2,17144,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,43] Assoc MUVO",3767.22487129933,3693.315,3305.20505091559,14618.3,0.95,-9659.65,18240.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,43] Full MUVO",3953.78421765853,3946.425,4587.02187621317,14202.6,0.95,-8729.68,17395.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,43] Endow MUVO",640.463142055333,586.6625,630.064003372187,15423.8,0.95,-15885.4,18309.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,43] Disting MUVO",-9063.51140284,-8900.525,-8664.08032843938,13800.6,0.95,-23843.3,6682.67,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,44] Assis OADT",3651.836625307,3613.12,3226.1838283205,14617.3,0.95,-8043.54,14925.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,44] Assoc OADT",4915.21676963413,4842.815,4903.09238001609,14387.4,0.95,-7863.63,17347,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,44] Full OADT",-7452.59097233933,-7390.07,-7553.82935530497,14651.4,0.95,-20816.2,5711.26,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,44] Endow OADT",156.493065439867,85.62935,-721.19691066429,15000,0.95,-13476.8,13319.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,44] Disting OADT",-1270.95546366847,-1270.37,-3089.91044711228,15000,0.95,-18902.3,15491.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,45] Assis OPT",4842.16100318213,4799.395,4313.93541149146,15000,0.95,-8311.15,18007.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,45] Assoc OPT",600.645269116867,605.2065,243.396382052491,15000,0.95,-12223.8,13735.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,45] Full OPT",-5993.561225,-5949.73,-4946.01957226813,14444.6,0.95,-18596.3,6296.91,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,45] Endow OPT",298.3784305854,259.6505,-758.383164479266,15000,0.95,-16817.7,17513.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,45] Disting OPT",252.376258357333,254.414,335.230055037806,15000,0.95,-17051.3,16988.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,46] Assis PHYS",107.099051094,108.0435,-17.9222243835393,15000,0.95,-10473,10399.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,46] Assoc PHYS",2242.9258223332,2294.075,2706.75673300524,14038.4,0.95,-9166.56,12934.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,46] Full PHYS",10498.8057218447,10489.5,10626.1623956377,12031.4,0.95,900.69,20284.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,46] Endow PHYS",-32.6491299028667,-103.234,-477.560193928242,14259.1,0.95,-17262.7,16817.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,46] Disting PHYS",-12816.180808932,-12666.8,-11934.4897712644,12594.5,0.95,-27016.4,847.226,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,47] Assis PL",-1396.52138282847,-1410.64,-1537.73823485104,15000,0.95,-15606,11692.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,47] Assoc PL",-2998.57793120307,-2961.48,-3086.06627194944,15000,0.95,-16419.5,10449.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,47] Full PL",2363.07499463387,2332.445,3050.10803388966,14572.4,0.95,-9077.34,13740.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,47] Endow PL",1818.85619388553,1806.61,859.901967297566,15000,0.95,-11369.1,14412.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,47] Disting PL",213.167939110533,186.4765,375.080844197611,15000,0.95,-17024.4,16890.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,48] Assis POLS",-2828.79079312507,-2798.035,-3253.45355039343,14651.3,0.95,-16213.5,10068.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,48] Assoc POLS",-11348.6352419053,-11279.8,-10864.4408472171,12890.4,0.95,-22002.2,-755.859,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,48] Full POLS",3864.78193281267,3834.605,3111.09311717928,14128.9,0.95,-6679.44,13757.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,48] Endow POLS",9341.05938514813,9248.51,9384.60277674874,13811.1,0.95,-4303.17,22544.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,48] Disting POLS",971.584959293333,961.927,1239.73327103885,14435.3,0.95,-13717.6,15594.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,49] Assis PSY",-3348.4641308846,-3335.84,-3239.78676688127,14628.4,0.95,-13513.7,6988.05,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,49] Assoc PSY",-12242.8493340787,-12201.2,-12315.8195573635,11768.1,0.95,-21538.9,-2683.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,49] Full PSY",-15106.3450339333,-15039.8,-14787.6725384476,11313.2,0.95,-23805.2,-6944.06,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,49] Endow PSY",20456.1137974933,20404.6,20662.5171184121,11753.6,0.95,9645.95,31421.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,49] Disting PSY",10241.544795098,10118.55,9833.47236173538,12845.4,0.95,-906.474,22228.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,50] Assis REL",-2221.56901477211,-2261.29,-2864.43751139554,14415.1,0.95,-14805.6,10019.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,50] Assoc REL",-2367.67780159693,-2407.315,-2150.7616660829,14248,0.95,-14407.5,10206.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,50] Full REL",4060.39258888953,4027.125,3019.29450055157,15000,0.95,-9160.8,16490.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,50] Endow REL",264.106050561867,286.747,656.672598577505,15000,0.95,-16504.5,17515.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,50] Disting REL",264.7481736,309.1545,1721.7198044648,15000,0.95,-16923.9,17184.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,51] Assis RPAD",-2736.1269710484,-2639.525,-2223.86869836507,15000,0.95,-16358.4,10160.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,51] Assoc RPAD",1159.21046691407,1128.505,510.290861989251,15000,0.95,-11546.3,13797.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,51] Full RPAD",1557.69501678153,1533.575,1128.26424979099,15000,0.95,-12314.4,14848,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,51] Endow RPAD",50.8258974286667,63.57215,592.455298060602,15000,0.95,-16191.5,17545,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,51] Disting RPAD",-31.604311882,73.53435,347.364087113907,15000,0.95,-16694.5,17498,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,52] Assis SLIS",1206.06372898933,1219.79,1763.17602397044,14595.9,0.95,-11182.4,14130.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,52] Assoc SLIS",-730.7102937234,-707.253,-445.394409436452,14638.8,0.95,-12535.5,11000,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,52] Full SLIS",-2139.72138796467,-2067.365,-1347.69647296944,15000,0.95,-17397.5,12441.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,52] Endow SLIS",1780.27087625573,1756.06,1153.99903759368,14320.7,0.95,-11543.5,15571.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,52] Disting SLIS",-115.9030104518,-13.4339,809.062997846617,15000,0.95,-17243.4,16792.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,53] Assis SLS",1576.77381210833,1521.915,830.54540066206,15000,0.95,-11842.1,15329.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,53] Assoc SLS",-250.136389940867,-193.939,62.4478289670951,15000,0.95,-14140.7,13034.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,53] Full SLS",-2369.76858082714,-2336.875,-2313.58737652333,15000,0.95,-16688.9,12801.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,53] Endow SLS",555.8203362382,542.894,65.4141406215858,15000,0.95,-16770.5,17280.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,53] Disting SLS",487.311112539333,437.051,1077.65455003722,14483.6,0.95,-15802.7,17812.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,54] Assis SOC",103.716285394,87.2521,167.253410954407,15000,0.95,-10993.4,11303.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,54] Assoc SOC",-201.5806246416,-216.0555,-132.046852075437,15000,0.95,-10603.4,10673.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,54] Full SOC",-1465.12015067513,-1515.35,-280.371265078404,15000,0.95,-13198.8,9984.88,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,54] Endow SOC",4622.84326276333,4612.775,5383.52189307519,14580.9,0.95,-7872.72,17032.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,54] Disting SOC",-3059.8589818516,-3061.91,-3512.99991173052,14432.6,0.95,-17721.9,11762.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,55] Assis SPAN",-138.022448667,-68.97345,392.180461115157,14296.1,0.95,-11891.2,11539,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,55] Assoc SPAN",-1944.45639340067,-1908.755,-1984.92763672747,13141.1,0.95,-12850.5,9149.52,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,55] Full SPAN",1352.29656106247,1343.865,1347.71066930685,14120.4,0.95,-10018.5,12579.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,55] Endow SPAN",407.1619821762,293.3415,-337.977919010118,14405.7,0.95,-16179.1,17920,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,55] Disting SPAN",323.019987356867,308.2005,1293.82587733494,14151.6,0.95,-16884.1,16939.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,56] Assis SPEA",-1592.28038037293,-1552.83,-1220.4578707177,14009.9,0.95,-10566.8,6977.87,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,56] Assoc SPEA",-5361.7132998936,-5342.99,-5329.87122927645,13183.3,0.95,-14006.9,3412.37,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,56] Full SPEA",1460.6551527468,1400.99,846.990962171287,15000,0.95,-8345.46,10960.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,56] Endow SPEA",-15413.6352237633,-15283.25,-15203.4884514748,10783.7,0.95,-29365.1,-3471.57,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,56] Disting SPEA",20906.9733624453,20686.15,19081.6229704186,8680.1,0.95,6494.8,36112.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,57] Assis SPHS",-5170.60898648985,-5147.235,-5659.74609586229,12983.1,0.95,-17450.7,6760.77,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,57] Assoc SPHS",-4438.07344144826,-4396.905,-4462.53612243267,14144.9,0.95,-16168.9,7608.17,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,57] Full SPHS",-6126.24647492893,-6040.43,-6365.61473186156,13823.6,0.95,-18011.3,5931.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,57] Endow SPHS",-254.601692358,-207.234,-38.6344004556304,12778.2,0.95,-18060.3,16296.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,57] Disting SPHS",15989.530120754,15768.05,16480.6623916338,9615,0.95,332.141,32561.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,58] Assis STAT",-749.5752459534,-802.0055,-1126.27656970749,15000,0.95,-13329,13028.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,58] Assoc STAT",-2467.890339444,-2479.98,-2412.71028472632,15000,0.95,-17260.3,12685.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,58] Full STAT",-125.1278425822,-95.4109,588.072712274457,15000,0.95,-17118.3,16778.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,58] Endow STAT",3864.37904404767,3773.845,2986.29613064062,15000,0.95,-10780.8,19350.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,58] Disting STAT",-521.785812216267,-571.7385,-883.347845899101,15000,0.95,-15601.3,14434.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,59] Assis TELC",-56.5258828319333,-50.6121,-45.1023246361947,15000,0.95,-12295.4,12733.2,NA,NA,NA,NA,NA,NA,NA
